-45.44785050635726,-22.41595214676415
-45.44742579642723,-22.41625691769407
-45.44693126600827,-22.41650532211629
-45.44622849069023,-22.41656733692325
-45.44561135248867,-22.41640178622179
-45.4450926955839,-22.41623644931439
-45.44459688222207,-22.41596232030662
-45.4440826428049,-22.41572404224394
-45.44348229742728,-22.41546963566306
-45.44289401360769,-22.41521375511312
-45.44221642204918,-22.41517283277637
-45.44127447345366,-22.41562438820884
-45.44076318793289,-22.41595544487928
-45.44030202114069,-22.41618417834424
-45.43963285880987,-22.41657751131936
-45.43930139400195,-22.41679548250309
-45.43906314362796,-22.41637022462363
-45.43856365228238,-22.41536191896135
-45.4383356550485,-22.41482412344277
-45.4380408197643,-22.41424172076475
-45.43778915542237,-22.413720097311
-45.43746678197854,-22.41318933641406
-45.43711603563538,-22.41277433300907
-45.43699212587876,-22.41252059830461
-45.43679787858424,-22.41224878746004
-45.43652576000749,-22.41194412947339
-45.43620338642251,-22.41149710396731
-45.43591654304732,-22.41105309806635
-45.43584808458012,-22.41045481881402
-45.43584599378688,-22.4104489350394
-45.43594259724332,-22.40990640701068
-45.43572123439406,-22.40928156713024
-45.43535258650678,-22.40877621606438
-45.43472227311734,-22.40820588902574
-45.43513599738232,-22.40830997835505
-45.43562530932273,-22.4087277468215
-45.43605736289239,-22.40923889143192
-45.43628123689641,-22.40972814177401
-45.43647401325536,-22.41022334435796
-45.43675622841268,-22.41055750933653
-45.43720384341762,-22.41105419407748
-45.43760750182923,-22.41154867608413
-45.43798073755076,-22.41216851554087
-45.4381283340615,-22.41279640875973
-45.4388327287314,-22.41281050273317
-45.43926137304307,-22.41271557828445
-45.43983877235633,-22.41261939326736
-45.43989790765566,-22.41258679576656
-45.43993282972011,-22.41262297464188
-45.44014944907182,-22.41292011566423
-45.44020621835648,-22.41357614607343
-45.4402723438001,-22.41393382200433
-45.44047600170447,-22.41439789565988
-45.44064326245381,-22.41463264300564
-45.44080590437843,-22.41484969355063
-45.44107851956861,-22.41505126365949
-45.44146994084319,-22.41521894380677
-45.44150994329045,-22.41520213438342
-45.4418580000678,-22.41507043173518
-45.44224898382132,-22.41494285684053
-45.44263963501325,-22.41497708358689
-45.44323118734629,-22.41514858907777
-45.44380938274885,-22.41542263722856
-45.44425039742063,-22.41561581664257
-45.4448269152305,-22.41587449578249
-45.44535382473627,-22.41609311125413
-45.44554912947433,-22.41617303112686
-45.44626021657125,-22.41642464199873
-45.44658105508742,-22.41638176874018
-45.44715381211014,-22.41619345049651
-45.4474869694951,-22.41593625228064
-45.44758862437266,-22.41582954937191
-45.44798435452682,-22.41561492588771
